,wordle_id,tweet_text
754,261,"Wordle 261 4/6

⬜⬜🟩⬜🟨
⬜⬜🟨🟩⬜
⬜⬜⬜⬜⬜
🟩🟩🟩🟩🟩"
755,261,"Wordle 261 2/6

🟩⬜🟩🟩⬜
🟩🟩🟩🟩🟩

Almost missed this one bc I fell asleep in D’s bed 😂"
756,261,"Wordle 261 3/6

🟨🟨⬛⬛⬛
⬛🟩⬛⬛🟨
🟩🟩🟩🟩🟩"
757,261,"Wordle 261 3/6

⬛⬛🟩🟩⬛
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
758,261,"Wordle 261 5/6

⬛⬛⬛⬛🟨
🟩🟩⬛⬛⬛
🟩🟩⬛⬛⬛
🟩🟩🟨🟨⬛
🟩🟩🟩🟩🟩"
759,261,"Wordle 261 3/6

⬛🟨🟩⬛⬛
⬛🟨🟩🟩🟩
🟩🟩🟩🟩🟩"
760,261,"Wordle 261 4/6

🟨🟨⬜⬜⬜
⬜🟨🟨🟨🟩
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
761,261,"Wordle 261 3/6

⬛⬛🟩⬛⬛
⬛🟩⬛⬛🟨
🟩🟩🟩🟩🟩

😢"
762,261,"Wordle 261 5/6

⬜⬜⬜🟨⬜
⬜⬜🟨⬜🟨
🟨⬜⬜⬜⬜
⬜🟨🟨🟨🟩
🟩🟩🟩🟩🟩"
763,261,"Wordle 261 3/6

⬛🟨⬛⬛🟨
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩

I’m a genius"
764,261,"Wordle 261 3/6

🟨⬛⬛⬛⬛
⬛🟨🟩🟩⬛
🟩🟩🟩🟩🟩"
765,261,"Wordle 261 4/6

⬛🟨⬛⬛🟨
🟩🟨⬛⬛⬛
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
766,261,"Wordle 261 3/6

🟨⬛⬛🟨⬛
⬛🟨🟨🟩🟩
🟩🟩🟩🟩🟩

Just under the wire before midnight wirh ⁦@pmh9946⁩! 🧩 #wordle"
767,261,"Wordle 261 4/6

⬛⬛🟩⬛⬛
⬛🟨🟩⬛🟨
🟨🟩🟩⬛🟨
🟩🟩🟩🟩🟩"
768,261,"Wordle 261 4/6

🟨⬜⬜⬜⬜
⬜🟨🟨⬜🟨
🟨🟩⬜⬜🟨
🟩🟩🟩🟩🟩"
769,261,"Wordle 261 4/6

🟨⬛⬛🟨⬛
🟨⬛🟨⬛⬛
🟩🟨⬛🟨⬛
🟩🟩🟩🟩🟩"
770,261,"Wordle 261 3/6

⬜🟨🟩⬜🟨
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩  Impressive 😄"
771,261,"Wordle 261 4/6

⬜🟨⬜🟨⬜
⬜🟨🟨🟨⬜
🟨🟨🟨🟩⬜
🟩🟩🟩🟩🟩"
772,261,"Wordle 261 4/6

⬛🟨⬛🟨⬛
🟨🟨🟩⬛⬛
⬛🟨🟩🟩🟩
🟩🟩🟩🟩🟩 SPLENDID WORDLE???"
773,261,"Wordle 261 2/6

⬛🟨🟩🟨⬛
🟩🟩🟩🟩🟩 https://t.co/SEGmIcawb2"
774,261,"Wordle 261 4/6

⬛🟨🟩⬛⬛
⬛⬛🟩⬛⬛
🟨🟩🟩🟨⬛
🟩🟩🟩🟩🟩"
775,261,"Wordle 261 3/6

🟨🟨⬛⬛⬛
⬛🟨🟨🟨🟩
🟩🟩🟩🟩🟩"
776,261,"Wordle 261 2/6

⬛🟨🟨⬛🟩
🟩🟩🟩🟩🟩 https://t.co/L3mVkRXByT"
777,261,"Wordle 261 4/6

⬜🟨⬜⬜⬜
⬜🟨⬜🟨⬜
⬜🟨🟩🟩⬜
🟩🟩🟩🟩🟩"
778,261,"Wordle 261 5/6

⬛⬛🟨⬛⬛
🟨⬛⬛⬛🟨
🟨🟩⬛⬛⬛
⬛🟩🟨⬛⬛
🟩🟩🟩🟩🟩"
779,261,"Wordle 261 3/6

🟨🟨⬛🟨⬛
🟨🟩🟩🟨⬛
🟩🟩🟩🟩🟩"
780,261,"Wordle 261 3/6

⬛🟨⬛⬛⬛
⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩"
781,261,"Wordle 261 4/6

⬛🟨🟩⬛⬛
⬛🟨🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩"
782,261,"Wordle 261 4/6

🟨🟨⬛⬛⬛
🟨🟨⬛⬛⬛
⬛🟨🟨🟩⬛
🟩🟩🟩🟩🟩"
783,261,"Wordle 261 4/6

⬜⬜⬜🟩⬜
⬜⬜⬜🟩⬜
⬜🟨🟩🟩🟩
🟩🟩🟩🟩🟩 I almost forgot to do my Wordle."
784,261,"Wordle 261 5/6

⬛⬛🟩⬛🟨
⬛🟨🟩⬛⬛
🟨🟨⬛⬛⬛
🟨🟩⬛⬛🟩
🟩🟩🟩🟩🟩"
785,261,"Wordle 261 3/6

⬛⬛🟩🟩⬛
⬛🟨🟩🟩⬛
🟩🟩🟩🟩🟩"
786,261,"Wordle 261 3/6

⬛🟨🟩🟩🟩
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
787,261,"Wordle 261 3/6

⬛🟨🟩⬛⬛
⬛🟨🟩⬛🟨
🟩🟩🟩🟩🟩 https://t.co/Jb65ggIdL1"
788,261,"Wordle 261 5/6

⬛🟨🟨🟨⬛
🟨🟨🟨⬛⬛
🟨🟩⬛⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
789,261,"Wordle 261 4/6

🟨🟨⬛🟨⬛
🟨🟨🟨🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩👍"
790,261,"Wordle 261 4/6

⬜⬜⬜⬜⬜
⬜🟩🟨⬜⬜
🟩🟩⬜⬜🟨
🟩🟩🟩🟩🟩"
791,261,"Wordle 261 6/6

🟨🟨⬜⬜⬜
⬜⬜🟨⬜⬜
🟨🟨🟨⬜⬜
🟨🟨🟩⬜⬜
⬜🟨🟩🟩🟩
🟩🟩🟩🟩🟩"
792,261,"Wordle 261 4/6

🟨🟩⬛⬛⬛
🟨🟩⬛🟩⬛
🟩⬛🟨🟩🟨
🟩🟩🟩🟩🟩"
793,261,"Wordle 261 2/6

🟨🟩🟩⬛⬛
🟩🟩🟩🟩🟩
I completely forgot to do wordle the past couple days"
794,261,"Wordle 261 4/6

⬜⬜⬜🟨⬜
⬜🟩🟩⬜⬜
🟨🟩🟩⬜🟨
🟩🟩🟩🟩🟩#wordle"
795,261,"Wordle 261 3/6

⬛🟨⬛🟩⬛
⬛⬛🟨⬛🟩
🟩🟩🟩🟩🟩"
796,261,"Wordle 261 4/6

⬜🟨🟩🟩⬜
🟩⬜🟩🟩🟩
⬜🟩⬜⬜🟨
🟩🟩🟩🟩🟩

I actually did 5 other guesses on a different device. oh well. Still got it. very gamer word today"
797,261,"Wordle 261 4/6

⬛⬛🟩⬛🟩
⬛🟨🟩🟩🟩
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
798,261,"Wordle 261 3/6

🟨🟨⬛⬛⬛
⬛🟨🟨🟩⬛
🟩🟩🟩🟩🟩"
799,261,"Wordle 261 4/6

⬛⬛🟩🟩⬛
⬛🟨🟨⬛⬛
🟩🟩⬛⬛🟨
🟩🟩🟩🟩🟩"
800,261,"Wordle 261 5/6

🟨🟨⬛⬛⬛
🟨🟨🟨⬛🟨
⬛⬛🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
801,261,"Wordle 261 4/6

🟨⬜🟩⬜⬜
⬜🟨🟩⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
802,261,"Wordle 261 3/6

⬛🟨🟩🟩⬛
⬛🟩⬛🟨🟩
🟩🟩🟩🟩🟩

almost forgot"
803,261,"Wordle 261 3/6

⬛⬛🟩🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
804,261,"Wordle 261 3/6

⬜🟨🟨⬜⬜
⬜⬜⬜🟨🟨
🟩🟩🟩🟩🟩"
805,261,"Wordle 261 5/6

⬜⬜🟩🟩⬜
⬜⬜🟩🟩⬜
⬜🟨🟩🟩⬜
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩"
806,261,"Wordle 261 4/6

🟨🟨⬛⬛⬛
⬛🟩🟩🟨⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

this was terrible i hated every bit of it"
807,261,"Wordle 261 3/6

⬛⬛🟨⬛🟨
⬛⬛⬛🟩🟩
🟩🟩🟩🟩🟩"
808,261,"Wordle 261 3/6

⬜⬜🟩🟩⬜
⬜🟨🟩🟩⬜
🟩🟩🟩🟩🟩"
809,261,"Wordle 261 4/6

🟨🟩⬛⬛⬛
⬛🟩🟨⬛⬛
⬛🟩🟩⬛🟨
🟩🟩🟩🟩🟩"
810,261,"Wordle 261 3/6

⬜🟨🟩⬜⬜
⬜🟨🟩🟩🟩
🟩🟩🟩🟩🟩"
811,261,"Wordle 261 4/6

⬛⬛🟩⬛⬛
⬛⬛🟩⬛⬛
⬛🟨🟩🟩⬛
🟩🟩🟩🟩🟩"
812,261,"Wordle 261 3/6

⬛⬛🟩🟩⬛
⬛🟨🟩🟩⬛
🟩🟩🟩🟩🟩"
813,261,"Wordle 261 3/6

⬜🟨⬜⬜⬜
⬜⬜⬜🟨⬜
🟩🟩🟩🟩🟩"
814,261,"Wordle 261 5/6

⬜🟨🟩⬜⬜
⬜⬜🟩🟩⬜
⬜🟨🟩🟩⬜
⬜🟨🟩🟩🟩
🟩🟩🟩🟩🟩"
815,261,"Wordle 261 5/6

🟨⬛🟨⬛🟨
⬛⬛🟩🟩⬛
⬛⬛⬛⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
816,261,"Wordle 261 3/6

🟨⬛⬛⬛🟩
⬛🟨🟨⬛🟩
🟩🟩🟩🟩🟩

nice"
817,261,"Wordle 261 2/6

🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩"
818,261,"Wordle 261 4/6

⬛⬛🟨⬛⬛
🟨🟨⬛🟩⬛
🟨🟨🟨🟩⬛
🟩🟩🟩🟩🟩"
819,261,"Wordle 261 6/6

⬛🟩⬛⬛🟨
🟨🟩⬛⬛⬛
⬛🟩🟨⬛🟨
🟩🟩⬛⬛🟨
🟩🟩⬛🟩⬛
🟩🟩🟩🟩🟩

well"
820,261,"Wordle 261 4/6

🟨🟩🟩⬛⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩"
821,261,"Wordle 261 5/6

⬛⬛⬛⬛🟨
⬛⬛🟩⬛🟨
⬛🟩⬛⬛⬛
🟩⬛⬛🟩⬛
🟩🟩🟩🟩🟩"
822,261,"Wordle 261 4/6

⬛⬛🟩🟩⬛
⬛🟨🟩🟩⬛
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩

ay hace mucho no hacía el wordle"
823,261,"Wordle 261 6/6

⬛🟨⬛⬛⬛
🟨⬛⬛⬛🟨
⬛🟨🟩⬛⬛
⬛🟩🟩⬛🟨
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩

i was shakin nervous y’all it was too close"
824,261,"Wordle 261 5/6

⬛🟩⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩🟨⬛🟨
🟩🟩⬛⬛🟨
🟩🟩🟩🟩🟩"
825,261,"Wordle 261 5/6

🟨🟨⬛⬛⬛
⬛⬛🟩⬛🟩
⬛🟩⬛🟨🟨
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
826,261,"Wordle 261 5/6

⬛🟨⬛🟨⬛
⬛⬛⬛⬛⬛
🟨⬛⬛🟨⬛
🟨🟨🟨🟩⬛
🟩🟩🟩🟩🟩"
827,261,"Wordle 261 5/6

⬜🟨⬜🟨🟨
🟨⬜🟨🟨⬜
🟨🟨⬜🟨⬜
⬜🟨🟨🟨⬜
🟩🟩🟩🟩🟩"
828,261,"Wordle 261 3/6

🟨⬛⬛⬛🟨
⬛🟨🟩⬛🟨
🟩🟩🟩🟩🟩"
829,261,"Wordle 261 4/6

🟨⬛🟨⬛🟨
⬛⬛⬛🟨⬛
🟨🟨🟨⬛🟩
🟩🟩🟩🟩🟩"
830,261,"Wordle 261 4/6

⬛🟨🟩⬛⬛
🟨🟩🟩🟨⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
831,261,"Wordle 261 2/6

🟨⬜🟨⬜🟩
🟩🟩🟩🟩🟩"
832,261,"Wordle 261 3/6

🟨🟨⬛⬛⬛
⬛🟨🟩⬛🟩
🟩🟩🟩🟩🟩"
833,261,"Wordle 261 3/6

⬜⬜🟩🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
834,261,"Wordle 261 6/6

⬛⬛⬛⬛⬛
⬛⬛⬛⬛⬛
⬛🟨🟨🟨⬛
⬛🟨⬛🟩🟨
⬛🟩⬛🟩🟨
🟩🟩🟩🟩🟩

First wordle. I am bad."
835,261,"Wordle 261 5/6

⬛⬛🟩🟩⬛
⬛⬛🟩🟩⬛
⬛⬛🟩🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
836,261,"Wordle 261 4/6

⬛⬛⬛🟨🟩
🟨🟨🟨🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
837,261,"Wordle 261 3/6

🟨⬜🟩🟩⬜
⬜🟨🟩🟩🟩
🟩🟩🟩🟩🟩"
838,261,"Wordle 261 4/6

⬛🟨⬛⬛🟩
⬛⬛🟩⬛⬛
🟨🟩⬛⬛⬛
🟩🟩🟩🟩🟩
⁦@Santopian⁩"
839,261,"Wordle 261 4/6

⬛🟩⬛⬛⬛
⬛🟩🟨⬛⬛
🟨🟩⬛⬛🟨
🟩🟩🟩🟩🟩"
840,261,"Wordle 261 3/6

🟩🟩⬛⬛🟩
🟩🟩⬛⬛🟩
🟩🟩🟩🟩🟩

yawp"
841,261,"Wordle 261 2/6

⬜🟨🟨⬜🟨
🟩🟩🟩🟩🟩"
842,261,"Wordle 261 6/6

🟨⬛🟨⬛⬛
⬛🟨🟨⬛🟨
⬛🟨🟨⬛🟨
🟩🟩🟨🟨⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩"
843,261,"Wordle 261 5/6

🟨🟩⬛⬛⬛
⬛🟩⬛⬛🟨
🟨🟩🟨⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
844,261,"Wordle 261 4/6

⬛🟨⬛⬛⬛
🟨🟩⬛⬛🟨
🟩🟩🟨⬛⬛
🟩🟩🟩🟩🟩"
845,261,"Wordle 261 2/6

🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩

15 minutes left, I almost missed today😆😆😆🤌🏾🤌🏾 

Ow I feel good! Dunananana!"
846,261,"Wordle 261 4/6

⬜🟨🟩⬜⬜
🟨🟩🟩🟨⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
847,261,"Wordle 261 4/6

⬛🟨🟩⬛⬛
🟨⬛🟩⬛⬛
⬛🟨🟩🟩⬛
🟩🟩🟩🟩🟩"
848,261,"Wordle 261 4/6

⬜⬜🟩🟩⬜
⬜🟩🟩⬜⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩  Yes!!!"
849,261,"Wordle 261 5/6

⬛⬛🟩⬛⬛
⬛🟨🟩⬛⬛
🟨🟨⬛⬛⬛
⬛🟨⬛⬛⬛
🟩🟩🟩🟩🟩"
850,261,"Wordle 261 3/6

⬜🟨🟩⬜⬜
⬜🟨🟩⬜🟨
🟩🟩🟩🟩🟩"
851,261,"Wordle 261 4/6

⬛⬛🟨⬛⬛
🟨⬛🟨⬛⬛
⬛🟨🟨⬛⬛
🟩🟩🟩🟩🟩
cracked"
852,261,"Wordle 261 4/6

⬜🟨🟩⬜⬜
⬜🟨🟩🟩⬜
🟩⬜🟩🟩⬜
🟩🟩🟩🟩🟩"
853,261,"Wordle 261 4/6

🟨🟨⬛🟨⬛
⬛🟨🟨⬛🟩
⬛🟨🟩🟩🟩
🟩🟩🟩🟩🟩
ah."
854,261,"Wordle 261 5/6

⬛⬛⬛⬛⬛
⬛🟨⬛⬛🟨
🟨🟨🟩⬛⬛
⬛🟩⬛⬛🟩
🟩🟩🟩🟩🟩"
855,261,"Wordle 261 4/6

⬛⬛🟨🟨⬛
⬛🟨🟩⬛⬛
🟨🟩🟩⬛⬛
🟩🟩🟩🟩🟩"
856,261,"Wordle 261 3/6

⬜⬜🟩⬜🟨
⬜🟨🟩🟩⬜
🟩🟩🟩🟩🟩"
857,261,"Wordle 261 3/6

⬛⬛🟨🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩 yay!!! I had to make sure to “share” this one! 😉😊"
858,261,"Wordle 261 2/6

⬛🟨🟨⬛⬛
🟩🟩🟩🟩🟩
She’s back baby"
859,261,"Wordle 261 4/6

⬜🟨⬜🟨⬜
⬜🟨⬜⬜🟨
🟨🟩🟩⬜🟨
🟩🟩🟩🟩🟩"
860,261,"Wordle 261 4/6

🟨⬛⬛⬛⬛
⬛🟨⬛⬛🟨
🟩🟨⬛🟨⬛
🟩🟩🟩🟩🟩"
861,261,"Wordle 261 3/6

⬛🟨⬛⬛⬛
⬛🟨⬛⬛🟨
🟩🟩🟩🟩🟩"
862,261,"Wordle 261 3/6

⬛⬛🟨🟩🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩 https://t.co/Io7UVtH4Wr"
863,261,"Wordle 261 2/6

⬛🟨🟩🟩⬛
🟩🟩🟩🟩🟩"
864,261,"Wordle 261 4/6

⬜🟨🟨⬜⬜
🟩🟩⬜⬜⬜
🟩🟩⬜⬜⬜
🟩🟩🟩🟩🟩"
865,261,"Wordle 261 3/6

⬛🟩🟨🟨⬛
⬛🟩🟨⬛🟨
🟩🟩🟩🟩🟩

okay proud of this one"
866,261,"Wordle 261 5/6

🟨🟨⬛⬛⬛
🟨🟨🟨⬛⬛
🟨🟩⬛⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

WOOOO :D"
867,261,"Wordle 261 3/6

🟨🟨🟨⬛⬛
🟨🟨⬛🟩⬛
🟩🟩🟩🟩🟩"
868,261,"Wordle 261 2/6

🟩🟩🟨🟨⬛
🟩🟩🟩🟩🟩"
869,261,"Wordle 261 4/6

⬛⬛⬛⬛⬛
🟨⬛⬛🟨⬛
🟩🟩🟨🟨⬛
🟩🟩🟩🟩🟩"
870,261,"Wordle 261 3/6

🟨⬜🟨⬜🟨
⬜🟨🟨🟨🟩
🟩🟩🟩🟩🟩"
871,261,"Wordle 261 5/6

⬛🟩⬛⬛⬛
🟨🟩⬛⬛⬛
⬛🟩🟩🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
872,261,"Wordle 261 3/6

🟨⬜🟨⬜⬜
⬜🟨⬜🟩⬜
🟩🟩🟩🟩🟩"
873,261,"Wordle 261 4/6

⬛⬛🟩⬛🟨
⬛🟩⬛⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
874,261,"Wordle 261 6/6

⬛🟨⬛⬛🟩
⬛⬛⬛⬛🟩
⬛🟨⬛🟨⬛
🟩🟨🟨⬛🟩
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
875,261,"Wordle 261 5/6

🟨⬛🟨⬛🟨
⬛🟨⬛🟨⬛
🟨🟨🟨🟩⬛
🟨🟩⬛⬛⬛
🟩🟩🟩🟩🟩"
876,261,"Wordle 261 5/6

⬜⬜🟨⬜🟨
🟩🟩🟨⬜⬜
🟩🟩⬜⬜🟨
🟩🟩🟩🟩⬜
🟩🟩🟩🟩🟩"
877,261,"Wordle 261 3/6

⬛⬛🟩🟩⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩"
878,261,"Wordle 261 3/6

⬛🟨⬛🟨⬛
🟨🟩🟩⬛🟨
🟩🟩🟩🟩🟩 https://t.co/ITarSGNFbI"
879,261,"Wordle 261 4/6

⬛🟨🟨⬛⬛
⬛🟨🟩🟩⬛
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩"
880,261,"Wordle 261 4/6

⬛⬛🟨⬛⬛
⬛🟩⬛⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
881,261,"Wordle 261 3/6

⬜⬜⬜⬜⬜
🟨🟨🟨🟩⬜
🟩🟩🟩🟩🟩"
882,261,"Wordle 261 6/6

🟩🟩🟨⬛⬛
🟩🟩⬛⬛🟨
🟩🟩⬛⬛⬛
🟩🟩⬛🟩⬛
🟩🟩🟩🟩⬛
🟩🟩🟩🟩🟩"
883,261,"Wordle 261 4/6

🟨🟨⬜⬜🟨
⬜🟨⬜🟨⬜
⬜🟩⬜🟩🟩
🟩🟩🟩🟩🟩"
884,261,"Wordle 261 4/6

⬜🟨⬜⬜⬜
🟩🟨⬜⬜⬜
🟩⬜🟩⬜⬜
🟩🟩🟩🟩🟩"
885,261,"Wordle 261 4/6

⬛🟨🟩⬛⬛
⬛🟨🟩⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
886,261,"Wordle 261 4/6

⬜🟨⬜⬜🟨
⬜⬜🟩🟩⬜
⬜🟨🟩🟩⬜
🟩🟩🟩🟩🟩"
887,261,"Wordle 261 3/6

⬛🟨⬛⬛⬛
⬛🟩🟩⬛⬛
🟩🟩🟩🟩🟩"
888,261,"Wordle 261 4/6

⬛⬛⬛🟨⬛
⬛🟨⬛⬛⬛
⬛🟨🟨⬛⬛
🟩🟩🟩🟩🟩"
889,261,"Wordle 261 3/6

🟨🟩⬛⬛🟩
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
890,261,"Wordle 261 4/6

🟨🟨⬛⬛⬛
⬛⬛🟨🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
891,261,"Wordle 261 3/6

🟨⬛🟨⬛🟨
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
892,261,"Wordle 261 5/6

⬜🟨⬜⬜⬜
⬜⬜⬜⬜🟨
⬜⬜🟩⬜⬜
🟩⬜🟩🟩🟩
🟩🟩🟩🟩🟩"
893,261,"Wordle 261 4/6

⬛🟨🟩⬛⬛
⬛🟨🟩⬛🟨
⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩"
894,261,"Wordle 261 3/6

⬛🟩⬛🟨⬛
🟨🟩⬛⬛⬛
🟩🟩🟩🟩🟩"
895,261,"Wordle 261 5/6

⬜⬜🟩⬜⬜
⬜⬜🟩⬜🟩
⬜⬜🟩🟩🟩
⬜🟨🟩🟩🟩
🟩🟩🟩🟩🟩"
896,261,"Wordle 261 3/6

🟨⬛🟨⬛🟨
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩 word"
897,261,"Wordle 261 5/6

⬛⬛⬛⬛⬛
🟨⬛🟨⬛⬛
⬛⬛🟩🟩⬛
⬛⬛🟩🟩🟩
🟩🟩🟩🟩🟩

flightrising my beloved"
898,261,"Wordle 261 4/6

⬛🟨🟩⬛⬛
⬛⬛🟩🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
899,261,"Wordle 261 4/6

⬛⬛🟩⬛⬛
⬛🟨🟩⬛⬛
⬛🟩🟩🟩⬛
🟩🟩🟩🟩🟩"
900,261,"Wordle 261 5/6

⬛🟨⬛⬛🟨
⬛🟨🟩⬛⬛
🟨⬛🟩🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
901,261,"Wordle 261 4/6

⬛🟨🟩⬛⬛
🟨🟩🟩🟨⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

late on today’s, but still on time"
902,261,"Wordle 261 3/6

⬛🟨🟩⬛⬛
⬛🟨🟩🟩🟩
🟩🟩🟩🟩🟩"
903,261,"Wordle 261 3/6

🟩🟨⬛🟩⬛
🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩"
904,261,"Wordle 261 3/6

⬛🟩⬛⬛🟩
⬛🟩⬛🟩🟩
🟩🟩🟩🟩🟩"
905,261,"Wordle 261 2/6

🟩⬛🟩🟩⬛
🟩🟩🟩🟩🟩 https://t.co/cN3aIzJ10a"
906,261,"Wordle 261 3/6

⬛🟩⬛⬛🟨
🟨🟩⬛⬛🟩
🟩🟩🟩🟩🟩 😌😌😌😌"
907,261,"Wordle 261 5/6

⬛🟩⬛🟩⬛
⬛🟩⬛🟩⬛
⬛🟩🟨⬛⬛
🟨🟩⬛🟩⬛
🟩🟩🟩🟩🟩"
908,261,"Wordle 261 5/6

⬜🟨⬜🟨⬜
⬜⬜🟩🟩⬜
⬜⬜🟩🟩⬜
⬜🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
909,261,"Wordle 261 4/6

🟨⬛🟨⬛🟨
🟨⬛🟨🟨⬛
⬛🟨🟨🟨🟩
🟩🟩🟩🟩🟩"
910,261,"Wordle 261 5/6

⬛🟨⬛⬛🟩
⬛⬛⬛⬛🟩
⬛⬛⬛⬛🟩
🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
911,261,"Wordle 261 4/6

⬛🟨⬛⬛⬛
🟩⬛⬛⬛⬛
🟩⬛⬛🟩⬛
🟩🟩🟩🟩🟩"
912,261,"Wordle 261 4/6

⬜🟨🟨⬜⬜
⬜🟨🟩⬜⬜
🟨🟩🟩⬜⬜
🟩🟩🟩🟩🟩"
913,261,"Wordle 261 4/6

🟨🟨⬜⬜⬜
🟨🟨🟨🟨⬜
⬜🟨🟨🟨🟩
🟩🟩🟩🟩🟩"
914,261,"Wordle 261 2/6

🟩🟩⬛⬛⬛
🟩🟩🟩🟩🟩"
915,261,"Wordle 261 4/6

🟨🟨⬛⬛⬛
⬛🟨🟩⬛⬛
⬛⬛🟩🟩⬛
🟩🟩🟩🟩🟩"
916,261,"Wordle 261 2/6

⬛🟨🟩⬛⬛
🟩🟩🟩🟩🟩"
917,261,"Wordle 261 3/6

⬜🟨⬜🟨🟩
⬜🟨🟩🟩🟩
🟩🟩🟩🟩🟩"
918,261,"Wordle 261 6/6

⬛⬛⬛⬛⬛
⬛🟨🟨⬛⬛
🟨⬛⬛🟨⬛
⬛🟩🟨🟨⬛
🟨🟩⬛🟩🟨
🟩🟩🟩🟩🟩
Phew…"
919,261,"Wordle 261 3/6

⬜🟨⬜🟨⬜
🟨🟩🟩⬜🟨
🟩🟩🟩🟩🟩"
920,261,"Wordle 261 2/6

🟩⬛🟩🟩🟩
🟩🟩🟩🟩🟩"
921,261,"Wordle 261 5/6

⬛⬛🟩⬛⬛
🟨⬛🟨⬛🟨
⬛🟨🟩⬛⬛
🟨🟩🟩🟨⬛
🟩🟩🟩🟩🟩"
922,261,"Wordle 261 3/6

🟨🟩⬛⬛⬛
⬛⬛🟩⬛⬛
🟩🟩🟩🟩🟩"
923,261,"Wordle 261 3/6

⬛🟨⬛⬛⬛
🟩🟨⬛⬛⬛
🟩🟩🟩🟩🟩"
924,261,"Wordle 261 5/6

🟨⬛⬛⬛🟨
🟨🟨⬛⬛⬛
⬛🟨🟩⬛⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩

Annoyed"
925,261,"Wordle 261 3/6

⬜⬜🟩🟩⬜
⬜🟨🟩🟩⬜
🟩🟩🟩🟩🟩"
926,261,"Wordle 261 3/6

🟨🟨⬛⬛⬛
🟨🟨🟨⬛⬛
🟩🟩🟩🟩🟩"
927,261,"Wordle 261 4/6

⬛⬛🟨⬛🟨
🟨🟨🟨🟩⬛
⬛🟩🟩🟩🟩
🟩🟩🟩🟩🟩"
